log_message,stack_trace,test_name,error_type,duration_ms,retry_count,memory_mb,cpu_percent,line_number,file_count,test_count,failure_rate_history,time_since_last_success,network_latency_ms,db_response_time_ms,queue_size,component,environment,severity,build_tool,os,language,ci_platform,trigger_type,branch_type,day_of_week,is_timeout,is_network_error,has_retry,is_first_run,parallel_execution,has_external_dependency,is_flaky
Type mismatch: expected valid but got 0,"org.apache.http.conn.ConnectTimeoutException: Connect to analytics.internal.example.com timed out
    at org.apache.http.impl.conn.DefaultHttpClientConnectionOperator.connect
    at com.example.analytics.HttpClient.execute(HttpClient.java:362)
    at com.example.test.UpdateConnectionAnalyticsTest.test_update_connection_analytics(UpdateConnectionAnalyticsTest.java:71)",test_update_connection_analytics,RetryableException,2592,0,686,20,96,46,110,0.44,23.35,67,32,457,analytics,prod,error,pip,windows,javascript,gitlab_ci,push,develop,thursday,1,1,1,0,1,0,1
Socket connection reset by peer during write,,test_read_config_payment,IndexOutOfBoundsException,856,0,867,19,461,19,481,0.266,11.21,25,79,11,payment,test,error,go,windows,python,github_actions,pull_request,release,sunday,0,1,0,0,0,0,0
Array index 145 out of bounds for length 5,"java.lang.NullPointerException: Cannot invoke method on null object
    at com.example.payment.PaymentService.handle(PaymentService.java:163)
    at com.example.payment.PaymentHandler.validate(PaymentHandler.java:410)
    at com.example.test.ReadSessionPaymentTest.test_read_session_payment(ReadSessionPaymentTest.java:29)",test_read_session_payment,ConfigurationException,1982,2,1113,7,173,8,89,0.331,43.13,62,24,830,payment,dev,critical,gradle,windows,rust,circleci,manual,hotfix,wednesday,1,1,0,0,0,1,0
Array index 493 out of bounds for length 44,"java.util.concurrent.TimeoutException: Future timed out after 3000ms
    at java.util.concurrent.FutureTask.get(FutureTask.java:205)
    at com.example.api.AsyncService.await(AsyncService.java:477)
    at com.example.test.FilterSessionApiTest.test_filter_session_api(FilterSessionApiTest.java:103)",test_filter_session_api,ValidationException,1896,2,891,11,492,31,157,0.419,141.2,84,53,656,api,test,info,cargo,windows,python,travis,manual,main,friday,0,0,0,0,0,0,0
Security violation: unauthorized access to connection,,test_search_data_notification,ArithmeticException,1473,0,1256,13,865,2,475,0.514,34.19,99,47,307,notification,staging,warning,cargo,macos,python,jenkins,schedule,hotfix,thursday,1,0,0,1,0,1,0
Security violation: unauthorized access to thread,"java.lang.AssertionError: expected:<true> but was:<null>
    at org.junit.Assert.fail(Assert.java:89)
    at org.junit.Assert.assertEquals(Assert.java:118)
    at com.example.test.FilterUserPaymentTest.test_filter_user_payment(FilterUserPaymentTest.java:143)",test_filter_user_payment,ArithmeticException,268,0,257,12,240,23,61,0.424,19.68,63,21,907,payment,prod,warning,go,windows,java,github_actions,schedule,feature,tuesday,0,0,1,0,1,1,0
Async operation timed out but completed successfully on retry,,test_delete_connection_payment,LockContentionException,3113,0,323,74,890,44,340,0.29,2.03,73,99,598,payment,integration,critical,go,windows,kotlin,jenkins,pull_request,release,monday,1,0,1,0,0,0,1
Configuration error: property 'db.url' not found,,test_authorize_response_queue,SecurityException,6027,2,279,34,827,7,422,0.0,18.03,54,37,515,queue,dev,critical,go,linux,python,travis,manual,develop,friday,0,0,0,0,1,0,0
Intermittent failure in api: timeout exceeded,"java.lang.AssertionError: expected:<true> but was:<false>
    at org.junit.Assert.fail(Assert.java:89)
    at org.junit.Assert.assertEquals(Assert.java:118)
    at com.example.test.ReadPaymentApiTest.test_read_payment_api(ReadPaymentApiTest.java:26)",test_read_payment_api,SocketTimeoutException,420,1,264,15,148,43,55,0.409,19.45,184,106,811,api,test,info,cargo,macos,kotlin,github_actions,tag,release,friday,0,1,0,0,0,0,1
Deadlock detected between threads thread-7 and thread-2,,test_read_payment_storage,ArithmeticException,1110,2,214,23,323,30,326,0.0,19.59,142,42,999,storage,prod,error,pip,macos,go,gitlab_ci,schedule,feature,sunday,1,0,0,0,1,1,0
"Cache miss rate spike: 70%, temporary performance degradation",,test_update_config_analytics,SecurityException,1783,1,449,66,538,25,365,0.445,25.6,198,160,97,analytics,prod,warning,pip,windows,kotlin,gitlab_ci,push,develop,thursday,0,0,0,1,0,1,0
Deadlock detected between threads thread-19 and thread-3,"java.lang.NullPointerException: Cannot invoke method on null object
    at com.example.storage.StorageService.process(StorageService.java:287)
    at com.example.storage.StorageHandler.convert(StorageHandler.java:103)
    at com.example.test.AuthorizeResponseStorageTest.test_authorize_response_storage(AuthorizeResponseStorageTest.java:134)",test_authorize_response_storage,ConnectionResetException,713,0,229,3,113,2,429,0.234,53.9,48,50,861,storage,test,error,go,linux,go,jenkins,pull_request,main,sunday,1,0,0,0,0,0,0
Deadlock detected between threads thread-6 and thread-19,"java.util.concurrent.TimeoutException: Future timed out after 1000ms
    at java.util.concurrent.FutureTask.get(FutureTask.java:205)
    at com.example.api.AsyncService.await(AsyncService.java:418)
    at com.example.test.AuthenticateOrderApiTest.test_authenticate_order_api(AuthenticateOrderApiTest.java:85)",test_authenticate_order_api,ValidationException,728,0,321,20,876,5,408,0.26,227.43,262,60,854,api,test,warning,go,windows,java,jenkins,tag,develop,friday,1,0,0,1,0,1,0
"Resource memory busy, waiting for lock release","java.net.SocketTimeoutException: Read timed out
    at java.net.SocketInputStream.socketRead0(Native Method)
    at com.example.api.ApiService.run(ApiService.java:266)
    at com.example.test.CreateOrderApiTest.test_create_order_api(CreateOrderApiTest.java:196)",test_create_order_api,SocketTimeoutException,757,1,89,3,319,30,490,0.377,87.17,143,6,813,api,prod,info,pip,macos,go,jenkins,tag,hotfix,tuesday,1,0,0,0,0,1,1
Division by zero in compute at AnalyticsService.java:234,,test_update_order_analytics,IllegalStateException,279,0,373,4,989,30,387,0.437,92.24,64,32,263,analytics,integration,error,gradle,linux,kotlin,github_actions,tag,main,wednesday,0,1,0,1,1,1,0
Array index 594 out of bounds for length 45,"java.lang.IndexOutOfBoundsException: Index 15 out of bounds for length 45
    at java.util.ArrayList.get(ArrayList.java:459)
    at com.example.session.SessionService.run(SessionService.java:459)
    at com.example.test.SearchConfigSessionTest.test_search_config_session(SearchConfigSessionTest.java:132)",test_search_config_session,ClassCastException,537,0,724,15,269,27,412,0.437,94.38,88,35,130,session,test,error,go,macos,javascript,gitlab_ci,manual,feature,saturday,0,0,0,0,0,0,0
Array index 892 out of bounds for length 5,"java.net.SocketTimeoutException: Read timed out
    at java.net.SocketInputStream.socketRead0(Native Method)
    at com.example.session.SessionService.run(SessionService.java:78)
    at com.example.test.ReadResponseSessionTest.test_read_response_session(ReadResponseSessionTest.java:119)",test_read_response_session,ResourceBusyException,810,2,304,21,397,15,244,0.187,20.87,130,123,829,session,prod,warning,cargo,macos,go,github_actions,push,release,sunday,1,1,0,0,0,1,1
Race condition detected in concurrent test execution,,test_update_request_storage,LockContentionException,7787,1,661,5,533,21,211,0.547,20.51,114,52,613,storage,integration,critical,pip,windows,java,circleci,tag,develop,saturday,1,0,1,0,0,0,1
Deadlock detected between threads thread-5 and thread-19,,test_validate_request_payment,MissingFieldException,2717,0,806,20,718,12,241,0.184,78.68,94,52,534,payment,prod,error,pip,macos,rust,travis,manual,hotfix,monday,1,0,0,0,0,1,0
"External API rabbitmq returned 503, scheduled retry in 100ms","java.util.concurrent.TimeoutException: Future timed out after 10000ms
    at java.util.concurrent.FutureTask.get(FutureTask.java:205)
    at com.example.queue.AsyncService.await(AsyncService.java:419)
    at com.example.test.UpdateOrderQueueTest.test_update_order_queue(UpdateOrderQueueTest.java:36)",test_update_order_queue,ConnectionResetException,382,3,287,15,224,11,133,0.81,29.65,55,70,573,queue,test,critical,go,linux,go,github_actions,pull_request,hotfix,monday,0,1,0,0,0,1,1
"Connection to elasticsearch timed out after 3000ms, retry attempt 0","java.net.SocketTimeoutException: Read timed out
    at java.net.SocketInputStream.socketRead0(Native Method)
    at com.example.search.SearchService.process(SearchService.java:464)
    at com.example.test.UpdateCacheSearchTest.test_update_cache_search(UpdateCacheSearchTest.java:135)",test_update_cache_search,IndexOutOfBoundsException,1323,0,920,26,407,4,358,0.558,69.7,531,31,938,search,integration,warning,maven,linux,go,travis,manual,develop,tuesday,1,1,1,0,0,1,1
Socket connection reset by peer during write,"java.util.concurrent.TimeoutException: Future timed out after 1000ms
    at java.util.concurrent.FutureTask.get(FutureTask.java:205)
    at com.example.queue.AsyncService.await(AsyncService.java:409)
    at com.example.test.ReadResponseQueueTest.test_read_response_queue(ReadResponseQueueTest.java:128)",test_read_response_queue,ConfigurationException,3324,1,782,50,722,31,204,0.383,75.63,39,40,997,queue,integration,warning,gradle,macos,python,gitlab_ci,manual,feature,sunday,0,0,1,0,0,1,1
Race condition detected in concurrent test execution,,test_search_data_session,MissingFieldException,1053,0,171,14,37,29,330,0.389,55.97,35,96,463,session,integration,info,go,windows,go,travis,tag,release,tuesday,0,0,0,0,1,1,0
Division by zero in validate at StorageService.java:436,"java.lang.AssertionError: expected:<200> but was:<ERROR>
    at org.junit.Assert.fail(Assert.java:89)
    at org.junit.Assert.assertEquals(Assert.java:118)
    at com.example.test.AuthorizeUserStorageTest.test_authorize_user_storage(AuthorizeUserStorageTest.java:174)",test_authorize_user_storage,NullPointerException,225,1,689,65,309,5,391,0.203,6.71,212,76,20,storage,prod,error,npm,windows,python,travis,schedule,release,friday,0,0,1,0,0,0,0
"Network latency spike detected: 3315ms, threshold exceeded",,test_transform_config_user,NetworkException,470,1,1010,20,283,5,54,0.552,19.71,164,136,746,user,dev,critical,pip,windows,kotlin,jenkins,manual,hotfix,saturday,1,0,0,0,1,1,1
Async operation timed out but completed successfully on retry,,test_search_data_auth,ConcurrencyException,472,1,370,18,822,1,309,0.462,23.18,41,311,39,auth,dev,info,npm,macos,rust,github_actions,schedule,main,friday,0,0,0,0,0,0,1
Race condition detected in concurrent test execution,"java.util.concurrent.TimeoutException: Future timed out after 10000ms
    at java.util.concurrent.FutureTask.get(FutureTask.java:205)
    at com.example.analytics.AsyncService.await(AsyncService.java:385)
    at com.example.test.ProcessRequestAnalyticsTest.test_process_request_analytics(ProcessRequestAnalyticsTest.java:44)",test_process_request_analytics,ServiceUnavailableException,1984,0,336,19,910,18,329,0.501,11.62,47,66,35,analytics,prod,warning,maven,windows,kotlin,circleci,tag,feature,saturday,1,0,1,0,1,0,1
"Network partition simulated, connection restored after 4736ms","org.apache.http.conn.ConnectTimeoutException: Connect to user.internal.example.com timed out
    at org.apache.http.impl.conn.DefaultHttpClientConnectionOperator.connect
    at com.example.user.HttpClient.execute(HttpClient.java:242)
    at com.example.test.ReadConnectionUserTest.test_read_connection_user(ReadConnectionUserTest.java:148)",test_read_connection_user,ValidationException,3864,0,2392,31,678,1,56,0.143,61.33,81,95,797,user,test,error,maven,windows,kotlin,gitlab_ci,pull_request,hotfix,sunday,1,0,1,1,1,0,1
Socket connection reset by peer during read,"java.util.concurrent.TimeoutException: Future timed out after 10000ms
    at java.util.concurrent.FutureTask.get(FutureTask.java:205)
    at com.example.analytics.AsyncService.await(AsyncService.java:387)
    at com.example.test.DeleteCacheAnalyticsTest.test_delete_cache_analytics(DeleteCacheAnalyticsTest.java:37)",test_delete_cache_analytics,ConcurrencyException,140,0,277,22,214,17,357,0.162,18.15,122,134,848,analytics,test,warning,cargo,linux,java,github_actions,push,release,wednesday,1,0,1,0,1,1,1
"Network latency spike detected: 1229ms, threshold exceeded",,test_authenticate_user_payment,SecurityException,9091,2,489,18,139,46,392,0.74,34.25,169,29,832,payment,test,error,go,linux,python,jenkins,push,hotfix,thursday,0,1,1,0,1,0,1
Contract violation: size > 0 not satisfied,"java.lang.NullPointerException: Cannot invoke method on null object
    at com.example.session.SessionService.process(SessionService.java:79)
    at com.example.session.SessionHandler.transform(SessionHandler.java:400)
    at com.example.test.ReadDataSessionTest.test_read_data_session(ReadDataSessionTest.java:98)",test_read_data_session,IllegalStateException,2047,1,558,100,573,6,408,0.519,47.51,41,53,998,session,test,warning,pip,macos,javascript,travis,schedule,main,monday,0,1,0,0,1,0,0
"Service postgresql temporarily unavailable, backing off for 2000ms","java.lang.IndexOutOfBoundsException: Index 20 out of bounds for length 47
    at java.util.ArrayList.get(ArrayList.java:459)
    at com.example.payment.PaymentService.run(PaymentService.java:244)
    at com.example.test.ValidateConnectionPaymentTest.test_validate_connection_payment(ValidateConnectionPaymentTest.java:38)",test_validate_connection_payment,IndexOutOfBoundsException,509,0,671,14,921,49,390,0.131,10.18,548,58,421,payment,dev,warning,maven,linux,javascript,travis,manual,hotfix,friday,1,0,0,0,0,0,0
"Service mongodb temporarily unavailable, backing off for 2000ms","java.net.SocketTimeoutException: Read timed out
    at java.net.SocketInputStream.socketRead0(Native Method)
    at com.example.search.SearchService.execute(SearchService.java:252)
    at com.example.test.ReadDataSearchTest.test_read_data_search(ReadDataSearchTest.java:106)",test_read_data_search,ResourceBusyException,6040,0,231,22,183,38,477,0.274,31.79,75,37,918,search,test,critical,npm,linux,kotlin,jenkins,push,feature,thursday,0,1,0,0,1,0,1
Type mismatch: expected valid but got false,,test_create_payment_payment,MissingFieldException,485,0,859,44,119,43,34,0.282,100.39,65,96,773,payment,test,info,pip,windows,javascript,circleci,push,hotfix,monday,0,0,0,0,0,0,0
Deadlock detected between threads thread-9 and thread-7,"org.apache.http.conn.ConnectTimeoutException: Connect to database.internal.example.com timed out
    at org.apache.http.impl.conn.DefaultHttpClientConnectionOperator.connect
    at com.example.database.HttpClient.execute(HttpClient.java:406)
    at com.example.test.ProcessSessionDatabaseTest.test_process_session_database(ProcessSessionDatabaseTest.java:143)",test_process_session_database,SocketTimeoutException,745,0,502,34,936,41,131,0.23,13.65,64,159,153,database,prod,info,pip,windows,java,circleci,tag,hotfix,friday,0,1,0,1,0,1,1
Thread pool saturation caused temporary request rejection,"java.lang.AssertionError: expected:<200> but was:<null>
    at org.junit.Assert.fail(Assert.java:89)
    at org.junit.Assert.assertEquals(Assert.java:118)
    at com.example.test.AuthorizeSessionSearchTest.test_authorize_session_search(AuthorizeSessionSearchTest.java:161)",test_authorize_session_search,NetworkException,4103,1,978,31,114,12,286,0.566,42.28,87,67,4,search,prod,info,cargo,linux,kotlin,jenkins,manual,hotfix,thursday,0,0,1,1,1,0,0
NullPointerException at NotificationService.java:418 - user is null,"java.lang.IndexOutOfBoundsException: Index 20 out of bounds for length 31
    at java.util.ArrayList.get(ArrayList.java:459)
    at com.example.notification.NotificationService.handle(NotificationService.java:171)
    at com.example.test.FilterRequestNotificationTest.test_filter_request_notification(FilterRequestNotificationTest.java:191)",test_filter_request_notification,ArithmeticException,1499,1,40,8,342,41,331,0.097,3.36,122,57,593,notification,prod,error,cargo,linux,rust,gitlab_ci,pull_request,release,monday,0,0,1,0,0,1,0
